№ п/п;Реестровый №;Наименование юридического лица, за которым закреплено имущество области ;Балансовая стоимость основных средств, тыс. руб.;Остаточная стоимость основных средств, тыс. руб;Незавершенное строительство (размер затрат), тыс.руб.;Материальные запасы, тыс.руб.;Долгосрочные финансовые вложения, тыс.руб.;Нематериальные активы, тыс.руб.;Иные активы, тыс.руб.;
135;3606;Бюджетное учреждение здравоохранения Вологодской области "Вологодский родильный дом №2";47358.883820000003;17203.104019999999;;;;;;
136;3607;Бюджетное учреждение здравоохранения Вологодской области "Вологодская городская поликлиника №3";73753.315029999998;26700.76901;;;;;-15586.233550000001;
137;3608;Бюджетное учреждение здравоохранения Вологодской области "Вологодская стоматологическая поликлиника №2";6686.6788200000001;1847.94092;;;;;-1048.55224;
138;3609;Бюджетное учреждение здравоохранения Вологодской области "Вологодская детская городская поликлиника №5";13001.677679999999;3937.44967;;;;;-2814.4196699999998;
139;3610;Бюджетное учреждение здравоохранения Вологодской области "Вологодская детская городская поликлиника №1";45859.743490000001;19926.169409999999;;;;;;
140;3611;Бюджетное учреждение здравоохранения Вологодской области "Вологодский родильный дом №1";112133.02468;36056.061869999998;;;;;-7082.0370300000004;
141;3612;Бюджетное учреждение здравоохранения Вологодской области "Вологодская детская стоматологическая поликлиника №1";10101.960779999999;4640.2641100000001;;;;;-1407.6457800000001;
142;3613;Бюджетное учреждение здравоохранения "Череповецкая городская больница №1";603373.12921000004;129219.40648000001;;;;;-50695.812189999997;
143;3614;Бюджетное учреждение здравоохранения Вологодской области "Череповецкий городской центр медицинской профилактики";700.88781999999992;143.23732999999999;;;;;-81.314270000000008;
144;3615;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая детская городская поликлиника №3";153407.04105;132074.42094000001;;;;;-129158.46072;
145;3616;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая детская городская поликлиника №5";8852.8873299999996;3621.6175800000001;;;;;-2715.5720000000001;
146;3617;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая стоматологическая поликлиника №2";34705.435310000001;16632.602890000002;;;;;;
147;3618;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая городская поликлиника №1";430938.94216999999;356890.04274;;;;;;
148;3619;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая станция скорой медицинской помощи";53111.969299999997;19887.063679999999;;;;;-17114.986639999999;
149;3620;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая детская стоматологическая поликлиника";18816.73731;1340.7977700000001;;;;;-207.53116;
150;3621;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая городская поликлиника №7";67000.918470000004;39905.90208;;;;;13489.963009999999;
151;3622;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая городская поликлиника №2";56695.480960000001;13562.551609999999;;;;;125.82427;
152;3623;Бюджетное учреждение здравоохранения Вологодской области "Вологодская детская городская поликлиника №3";29383.105370000001;19292.017449999999;;;;;-15157.243289999999;
153;3624;Бюджетное учреждение здравоохранения "Череповецкая городская поликлиника №4";0;0;;;;;;
154;3625;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая детская городская поликлиника №2";27308.511079999997;2145.6034300000001;;;;;1055.2218300000002;
155;3626;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая детская городская поликлиника №4";44928.013920000005;20002.191070000001;;;;;-16819.491539999999;
156;3627;Бюджетное учреждение здравоохранения Вологодской области "Череповецкий городской родильный дом";3129.2789600000001;3129.2789600000001;;;;;;
157;3628;Бюджетное учреждение здравоохранения Вологодской области "Череповецкая стоматологическая поликлиника №1";29949.814569999999;11994.73624;;;;;-5659.6478399999996;
158;3629;Бюджетное учреждение здравоохранения Вологодской области "Вологодская станция скорой медицинской помощи";87059.198759999999;46565.472869999998;;;;;-44209.53645;
159;3630;Бюджетное учреждение здравоохранения Вологодской области "Вологодский центр восстановительной медицины и реабилитации";43597.271390000002;27672.553390000001;;;;;-25182.898499999999;
160;3631;Бюджетное учреждение здравоохранения Вологодской области "Вологодская стоматологическая поликлиника №1";25988.90855;4119.3258999999998;;;;;6174.7994400000007;
161;3632;Бюджетное учреждение здравоохранения Вологодской обасти "Череповецкий врачебно-физкультурный диспансер";5529.5123400000002;162.07511;;;;;;
162;3633;Бюджетное учреждение здравоохранения Вологодской области "Красавинская районная больница №1";73136.028879999998;36554.201999999997;;;;;33459.335359999997;
163;3698;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной Центр по профилактике и борьбе со СПИД и инфекционными заболеваниями";29921.285350000002;4441.4457000000002;;;;;-3469.95291;
164;3851;Бюджетное учреждение здравоохранения Вологодской области "Вологодская областная инфекционная больница";71298.19176999999;35851.174009999995;659.17499999999995;18847.90681;;;-14575.319529999999;
165;3876;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной психоневрологический диспансер №2";10973.75778;860.24906999999996;;;;;-747.84675000000004;
166;3886;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной противотуберкулезный диспансер №2";92237.015280000007;13736.46387;;;;;-12467.016099999999;
167;3891;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной кожно-венерологический диспансер №2";36121.162880000003;15531.30522;;;;;2241.0432099999998;
168;3893;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной психоневрологический диспансер №1";226483.37771999999;60604.71991;;;;;1224.17949;
169;3904;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной наркологический диспансер №2";15029.05041;2480.90002;;;;;1437.4288200000001;
170;3912;Бюджетное учреждение здравоохранения "Великоустюгская центральная районная больница";372921.09818999999;173074.42947999999;;;;;-136821.31052999999;
171;3974;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной госпиталь для ветеранов войн";124651.72566;62144.791290000001;;;;;-49137.624409999997;
172;4087;Государственное учреждение Территориальный фонд обязательного медицинского страхования Вологодской области;15040.338740000001;524.20990999999992;;;;;;
173;4242;Бюджетное учреждение здравоохранения Вологодской области "Вологодская областная психиатрическая больница";220287.73444;76052.0239;;;20.5;;;
174;4243;Бюджетное учреждение здравоохранения Вологодской области "Вологодская областная офтальмологическая больница";121195.13354000001;68505.681379999995;;;;;-51646.709340000001;
175;4244;Бюджетное учреждение здравоохранения Вологодской области "Вологодская областная бальнеологическая лечебница им.В.В.Лебедева";17970.812979999999;834.24318999999991;9805.1;407.13670000000002;;;-245.42098999999999;
176;4250;Бюджетное учреждение здравоохранения Вологодской области "Вологодская областная детская больница";4065076.4862899999;3808763.7349999999;;;;;5534.3165799999997;
177;4252;Бюджетное учреждение здравоохранения Вологодской области "Бюро судебно-медицинской экспертизы";30636.666239999999;13506.38859;;;;;-13145.236989999999;
178;4254;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной онкологический диспансер";862242.61875999998;480459.31414999999;;;;;-402245.66767;
179;4255;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной врачебно-физкультурный диспансер";3196.7776699999999;31.600080000000002;;;;;-67.499490000000009;
180;4257;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной противотуберкулезный диспансер";153143.23136999999;72072.84332;;;;;-65219.962549999997;
181;4260;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной кожно-венерологический диспансер";53898.493179999998;15282.04442;;;8.4;;;
182;4261;Бюджетное учреждение здравоохранения Вологодской области "Станция переливания крови №1";218435.66777999999;161328.90653000001;;;;;24243.737710000001;
183;4262;Бюджетное учреждение здравоохранения Вологодской области "Вологодская областная клиническая больница";9718218.7514999993;841568.33059999999;;;;;19906.301729999999;
184;4328;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Великоустюгский медицинский техникум имени Н.П.Бычихина";45801.962140000003;477.81453999999997;;;;;-399.84965;
185;4329;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский областной медицинский колледж";37382.484060000003;13142.13522;;;;;-10068.074490000001;
186;4330;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий медицинский колледж имени Н.М.Амосова";50736.746509999997;37514.627200000003;;;;;-36817.834560000003;
187;4335;Бюджетное учреждение здравоохранения Вологодской области "Вологодский областной наркологический диспансер №1";54474.054840000004;25102.031729999999;;;;;-29004.850780000001;
188;4381;Бюджетное учреждение здравоохранения Вологодской области "Детский областной противотуберкулезный санаторий "Родничок";16343.80978;6373.5653400000001;;;;;-6062.8875399999997;
189;4385;Бюджетное учреждение здравоохранения Вологодской области "Тотемский детский санаторий "Зеленый Бор";9840.3202100000017;1286.4997900000001;;;;;93;
189;61;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Устюженский специальный (коррекционный) детский дом для детей-сирот и детей, оставшихся без попечения родителей,;26422.177820000001;251.04203000000001;;;;;-251.04203000000001;
190;74;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Вологодский детский дом имени В.А. Гаврилина";41500.159950000001;17029.333750000002;;;;;-15840.03397;
191;78;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Харовский детский дом";23124.6639;5915.2306200000003;;;;;-5476.1362900000004;
192;82;Бюджетное образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья Вологодской области "Грязовецкая специальная (коррекционная) общеобразовательная школа-интернат III вида";29428.30444;7647.8842999999997;;;;;-2200.8852599999996;
193;83;Бюджетное образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья Вологодской области "Грязовецкая специальная (коррекционная) общеобразовательная школа-интернат II вида";22809.3338;2975.78235;;;;;-631.97093999999993;
194;88;Бюджетное специальное учебно-воспитатальное учреждение для детей и подростков с девиантным поведением Вологодской области "Шекснинская специальная общеобразовательная школа закрытого типа";68076.228709999996;35252.302609999999;;;;;-30088.054909999999;
195;93;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Белозерский детский дом";20299.79105;11967.557550000001;;;;;-11538.40163;
196;94;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Великоустюгский детский дом №3";23356.88895;346.27052000000003;;;;;470.65222999999997;
197;95;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Кадниковский детский дом №4";7656.0864800000008;791.02742000000001;;;;;-405.96591999999998;
198;101;Казенное образовательное учреждение Вологодской области "Вечерняя (сменная) общеобразовательная школа №2";545.58718999999996;0;;;;;;
199;102;Государственное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей "Вологодский детский дом №1";60723.647819999998;46051.405189999998;;;;;-45415.295570000002;
200;103;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Великоустюгский политехнический техникум";193483.33066000001;83620.797170000005;;;;;7472.9002899999996;
201;104;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Великоустюгский детский дом №1";37330.94195;11256.99898;;;;;-10119.587140000001;
202;105;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вытегорский политехнический техникум";29663.90856;5049.4373700000006;;;;;-1404.1015600000001;
203;107;Казенное образовательное учреждение Вологодской области "Вечерняя (сменная) общеобразовательная школа №1";1451.20219;0;;;;;7.94693;
204;108;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области  "Никольский детский дом им. А.Я.Яшина";48229.137299999995;23059.468739999997;;;;;1821.1946200000002;
205;118;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №27";66430.06409;1625.6288;;;;;1210.8099099999999;
206;190;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей Вологодской области "Вологодский детский дом №2";28179.235710000001;17011.227579999999;;;;;-15508.410189999999;
207;502;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский строительный колледж";71518.511659999989;40548.046689999996;;;;;2746.7714500000002;
208;527;Бюджетное общеобразовательное учреждение Вологодской области "Основная общеобразовательная школа "Созвучие";18893.666149999997;5850.1118299999998;;;;;-2881.9433100000001;
209;529;Бюджетное образовательное учреждение дополнительного образования детей Вологодской области "Вологодский областной детско-юношеский центр традиционной народной культуры";4737.3447999999999;350.14571000000001;;;;;-135.62907000000001;
210;803;Государственное образовательное учреждение "Вологодский "Учпрофстрой";335.5;1.1000000000000001;;;;;1770;
211;804;Государственное образовательное учреждение "Тотемский "Учпрофстрой";0;0;;;;;328;
212;805;Государственное образовательное учреждение "Великоустюгский "Учпрофстрой";764.3;369;654;;;;;
213;852;Бюджетное образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи, Вологодской области "Великоустюгский центр психолого-медико-социального сопровождения";2530.76055;230.02337;;;;;-19.589959999999998;
214;972;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Кадниковский сельскохозяйственный техникум";71532.798559999996;31565.362359999999;;;;;1588.62444;
215;974;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский аграрно-экономический колледж";128677.35066;101523.27221;;;;;-98402.425860000003;
216;976;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий индустриальный колледж имени академика Ивана Павловича Бардина";81050.177409999989;40418.872479999998;;;;;-17063.616670000003;
217;977;Бюджетное образовательное  учреждение среднего профессионального образования Вологодской области "Грязовецкий политехнический техникум";129098.69390000001;40334.780810000004;;;;;-37946.663979999998;
218;1258;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Усть-Кубинский детский дом";13951.369289999999;7490.5245000000004;;;;;107.53761999999999;
219;1635;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Тарногский детский дом";52022.557329999996;40189.068619999998;;;;;66.806210000000007;
220;2014;Бюджетное образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи, Вологодской области  "Областной центр психолого-медико-социального сопровождения";13387.860710000001;2672.3045499999998;;;;;;
221;2720;Автономное образовательное учреждение Вологодской области среднего профессионального образования "Устюженский политехнический техникум";96751.46173000001;57927.989689999995;136.39267999999998;1090.01199;;;1674.7834399999999;
222;2800;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский колледж коммерции, технологии и сервиса";71345.125599999999;40032.131110000002;;;;;-53491.123490000005;
223;2801;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий техникум сферы обслуживания";107734.09373000001;36473.352500000001;;;;;-33858.342850000001;
224;2802;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №54";5656.8655399999998;1224.22156;;;;;-1019.69529;
225;2803;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Великоустюгский гуманитарно-педагогический колледж";112971.73181999999;7787.2062699999997;;;;;-5932.8077999999996;
226;2804;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №55";25148.92784;16963.39345;;;;;-16807.57229;
227;2808;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский педагогический колледж";36510.167110000002;3174.02423;;;;;-1239.2653400000002;
228;2810;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Белозерский индустриально-педагогический колледж";43114.735209999999;1293.70506;;;;;-34.063839999999999;
229;2811;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Сокольский педагогический колледж";30538.722379999999;10255.5301;;;;;183.21338;
230;2812;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий лесомеханический техникум им. В.П. Чкалова";108520.63987;6385.3543799999998;;;;;556.37176999999997;
231;2813;Бюджетное образовательное учреждение среднего профессионального образования  Вологодской области "Сокольский лесопромышленный политехнический техникум";95918.660150000011;25136.976989999999;;;;;-18235.400450000001;
232;2814;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий металлургический колледж";101068.46403;35991.33642;;;;;-29314.673790000001;
233;2815;Бюджетное образовательное учреждение среднего профессионального образования "Великоустюгский автотранспортный техникум";17992.10427;43498.911820000001;;;;;;
234;2816;Бюджетное образовательное учреждение дополнительного образования детей Вологодской области "Региональный центр дополнительного образования детей";41672.261409999999;16039.81115;;;;;;
235;2984;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский политехнический техникум";79378.285380000001;48737.179939999995;897.3;539.83316000000002;;;2343.2709;
236;2986;Бюджетное образовательное учреждение начального профессионального образования Вологодскуой области "Профессиональное училище №49";81960.905079999997;53248.411619999999;;;;;2780.06167;
237;2987;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №57";31768.592670000002;15690.77874;;;;;1340.27531;
238;2989;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий химико-технологический колледж";53769.404490000001;22024.696780000002;;;;;-21474.075100000002;
239;2990;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №9";43295.308090000006;12385.163210000001;;;;;973.21531999999991;
240;2991;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий технологический техникум";73447.57220000001;37389.118750000001;;;;;-31621.04752;
241;3000;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский индустриально-транспортный техникум";52502.461020000002;23188.396510000002;;;;;-20326.01456;
242;3002;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкий строительный техникум имени А.А.Лепехина";84857.988190000004;48536.417809999999;;;;;;
243;3009;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский промышленно-технологический техникум";82649.06839;44622.205729999994;;;;;-39258.991439999998;
244;3011;Автономное образовательное учреждение Вологодской области среднего профессионального образования "Вологодский колледж связи и информационных технологий";69167.417359999992;35272.351900000001;;;;;-32974.845580000001;
245;3014;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №42";84946.917620000007;24431.036700000001;;;;;-23849.908359999998;
246;3016;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Кадуйский политехнический техникум";36048.080809999999;14451.458909999999;;;;;-9996.5355999999992;
247;3018;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Тотемский политехнический колледж";79587.698059999995;21882.125889999999;;;;;1359.07942;
248;3021;Бюджетное образовательное учреждение начального профессионального образования Вологодской области "Профессиональное училище №50";34901.170869999994;9028.7256400000006;;;;;-7069.8710599999995;
249;3030;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Губернаторский колледж народных промыслов";16246.28701;7822.2178600000007;;;;;-7027.0261200000004;
250;3204;Автономное образовательное учреждение дополнительного образования детей Вологодской области "Детский оздоровительно-образовательный центр "Лесная сказка";58092.926079999997;35615.059430000001;;;;;-28066.333289999999;
251;3205;Бюджетное образовательное учреждение дополнительного образования детей Вологодской области "Областной центр внешкольной (экскурсионной) работы с детьми и подростками";34814.867250000003;8607.7862799999984;;;;;4038.90047;
252;3214;Государственное образовательное учреждение Учебно-производственный центр "Учпрофстрой";1203.5;453.5;10.3;;;;;
253;3219;Автономное образовательное учреждение Вологодской области дополнительного профессионального образования (повышения квалификации) специалистов "Вологодский институт развития образования";59738.844720000001;23367.542289999998;;;;;-8800.2495500000005;
254;3336;Бюджетное образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи, Вологодской области "Тотемский центр психолого-медико-социального сопровождения";1357.4960900000001;80.238460000000003;;;;;-2.77013;
255;3552;Бюджетное общеобразовательное учреждение Вологодской области "Вологодский многопрофильный лицей";41575.197229999998;6811.9054000000006;;;;;-23369.883989999998;
256;3553;Бюджетное образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи, Вологодской области "Череповецкий центр психолого-медико-социального сопровождения";11102.74755;3067.96794;;;;;5.3512599999999999;
257;3710;Бюджетное образовательное учреждение для детей-сирот и детей, оставшихся без попечения родителей, Вологодской области "Кадниковский детский дом № 2";21171.90511;6169.0706;;;;;4949.2359500000002;
258;3720;Бюджетное образовательное учреждение  дополнительного образования детей Вологодской области "Областной центр детского (юношеского) научно-технического творчества";5187.4393099999998;1758.95965;;;;;-1338.9531399999998;
259;3791;Бюджетное образовательное учреждение дополнительного образования детей Вологодской области "Духовно-просветительский центр "Северная Фиваида";2915.67931;664.94611999999995;;;;;-429.93838;
260;3879;Бюджетное общеобразовательное учреждение Вологодской области "Вологодская кадетская школа-интернат";90220.298760000005;33756.640169999999;;;;;-32661.425780000001;
261;3932;Бюджетное учреждение системы образования Вологодской области "Управление материально-технического обеспечения учреждений образования";12463.251779999999;2009.1416200000001;;;;;-846.27852000000007;
262;3973;Бюджетное учреждение системы образования  Вологодской области "Центр информатизации и оценки качества образования";108258.36265000001;70152.679090000005;;;;;2068.2372700000001;
263;3975;Бюджетное учреждение системы образования Вологодской области "Централизованная бухгалтерия";2919.6580800000002;78.092210000000009;;;;;77.176509999999993;
264;4005;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский колледж технологии и дизайна";147953.67109000002;80695.007030000008;;;;;-77964.912920000002;
265;555;Бюджетное учреждение социального обслуживания Вологодской области "Кадниковский социальный приют для детей";7397.5556999999999;1939.63158;;;;;2781.8113199999998;
266;581;Бюджетное учреждение социального обслуживания Вологодской области "Социально-реабилитационный центр для несовершеннолетних "Феникс";14334.860919999999;6879.2605000000003;144.5;;;;;
267;2389;Бюджетное учреждение социального обслуживания Вологодской области "Сокольский детский дом-интернат для умственно отсталых детей";133576.69365999999;7047.9816799999999;15600.427300000001;16459.998869999999;;;-5015.9501;
268;2392;Автономное учреждение социального обслуживания Вологодской области "Красавинский дом-интернат для престарелых и инвалидов";64844.725140000002;34493.501450000003;;;;;-32101.944339999998;
269;2531;Автономное учреждение социального обслуживания Вологодской области "Вологодский психоневрологический интернат №2";7786.1253099999994;2106.8659700000003;;;;;-988.73249999999996;
270;2534;Бюджетное учреждение социального обслуживания Вологодской области "Прилукский специальный дом-интернат для престарелых и инвалидов";19267.984899999999;11419.5164;;;;;3140.7193700000003;
271;2535;Бюджетное учреждение социального обслуживания Вологодской области "Вогнемский психоневрологический интернат";38989.961569999999;20795.034769999998;21740.43794;9014.4248200000002;;;-19672.796770000001;
272;2536;Бюджетное учреждение социального обслуживания Вологодской области "Пустынский психоневрологический интернат";11839.433000000001;3538.8398299999999;;;;;8718.5588699999989;
273;2537;Бюджетное учреждение социального обслуживания Вологодской области "Никольский психоневрологический интернат";21302.391800000001;8569.4815500000004;;;;;3456.9253100000001;
274;2538;Автономное учреждение социального обслуживания Вологодской области "Устюженский психоневрологический интернат";80074.191609999994;47830.479639999998;;;;;-47069.23977;
275;2539;Автономное учреждение социального обслуживания Вологодской области "Вологодский психоневрологический интернат №1";66898.530039999998;35170.427210000002;;;;;-32987.531940000001;
276;2540;Автономное учреждение социального обслуживания Вологодской области "Октябрьский дом-интернат для престарелых и инвалидов";24514.283789999998;4871.9591900000005;;;;;1816.3433500000001;
277;2541;Автономное учреждение социального обслуживания Вологодской области "Череповецкий психоневрологический интернат";94736.547139999995;38531.472139999998;;;;;-35096.499640000002;
278;2542;Автономное учреждение социального обслуживания Вологодской области "Череповецкий дом-интернат для престарелых и инвалидов №1";87846.52876999999;46068.29739;;;;;-43875.524170000004;
279;2543;Бюджетное учреждение социального обслуживания Вологодской области "Кадниковский детский дом-интернат для умственно отсталых детей";70546.990359999996;41330.501069999998;765.36224000000004;7227.0568200000007;;;-40061.181270000001;
280;2544;Автономное учреждение социального обслуживания Вологодской области "Мосейковский психоневрологический интернат";226858.90478000001;156523.66805000001;;;;;-155470.06412999998;
281;2545;Бюджетное учреждение социального обслуживания Вологодской области "Первомайский психоневрологический интернат";40262.455909999997;4993.5330000000004;;;2.7989999999999999;;;
282;2546;Бюджетное учреждение социального обслуживания Вологодской области "Ивановский детский дом-интернат для  умственно отсталых детей";20289.890620000002;11639.566779999999;;;;;-11388.805980000001;
283;2549;Бюджетное учреждение социального обслуживания Вологодской области "Областной специальный дом для одиноких престарелых (Дом ветеранов)";2833.4036000000001;404.31046999999995;;;;;21.253610000000002;
284;119;Бюджетное учреждение культуры Вологодской области "Белозерский областной краеведческий музей";11086.510990000001;908.09235999999999;;;;;;
285;666;Бюджетное учреждение культуры Вологодской области "Вологодский областной информационно-аналитический центр культуры";4268.98693;657.59262000000001;;;;;-475.80925000000002;
286;1824;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский областной техникум культуры";6227.3250900000003;1365.10706;;;;;-952.80583000000001;
287;1825;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Вологодский областной музыкальный колледж";122534.88378;87426.119250000003;;;;;-84788.860360000006;
288;1826;Бюджетное образовательное учреждение среднего профессионального образования Вологодской области "Череповецкое областное училище искусств и художественных ремесел им.В.В.Верещагина";23734.81208;6528.4297699999997;;;;;-5152.9307199999994;
289;1860;Бюджетное учреждение культуры и дополнительного профессионального образования Вологодской области "Областной научно-методический центр культуры и повышения квалификации";102424.55882999999;33873.202400000002;;;;;-1817.9428700000001;
290;1864;Бюджетное учреждение культуры Вологодской области "Вологодская областная детская библиотека";15184.88609;795.01229000000001;;;;;59.632889999999996;
291;1865;Бюджетное учреждение культуры Вологодской области "Вологодская областная специальная библиотека для слепых";10736.75207;2128.8705199999999;;;;;40.894919999999999;
292;1866;Бюджетное учреждение культуры Вологодской области "Вологодская областная универсальная научная библиотека им.И.В.Бабушкина";121632.39552999999;18832.789840000001;;;;;2038.5849800000001;
293;1875;Бюджетное учреждение культуры Вологодской области "Вологодский государственный историко-архитектурный и художественный музей-заповедник";439713.39532999997;95259.178459999996;;;;;-91735.081090000007;
294;1876;Бюджетное учреждение культуры Вологодской области "Вологодская областная картинная галерея";36201.742840000006;3033.51566;;;;;-1326.9447500000001;
295;1878;Бюджетное учреждение культуры Вологодской области "Вологодский областной театр кукол "Теремок";15746.264730000001;2630.7734100000002;;;;;-1377.82044;
296;1880;Автономное учреждение культуры Вологодской области "Вологодский ордена "Знак Почета" государственный драматический театр";211446.25206999999;122738.16394;;;;;-111818.98881;
297;1918;Бюджетное учреждение культуры Вологодской области "Вологодская областная юношеская библиотека им.В.Ф. Тендрякова";9843.78377;337.39416999999997;;;;;-195.66763;
298;1925;Автономное учреждение культуры Вологодской области "Вологдареставрация";217794.50018999999;4661.6442699999998;;;;;1471.8979199999999;
299;1928;Бюджетное учреждение культуры Вологодской области "Вологодский областной театр юного зрителя";50853.137340000001;16886.506809999999;;;;;553.36625000000004;
300;1932;Бюджетное учреждение культуры Вологодской области "Великоустюгский государственный историко-архитектурный и художественный музей-заповедник";30845.013589999999;3803.3086899999998;;;;;-1158.44847;
301;2556;Автономное учреждение культуры  Вологодской области "Вологодская областная государственная филармония им. В.А.Гаврилина";226018.10144;82048.980450000003;;;;;-77959.301189999998;
302;511;Бюджетное учреждение физической культуры и спорта Вологодской области "Центр спортивной подготовки сборных команд области";59467.294670000003;26334.75387;;;;;-24980.16618;
303;3500;Автономное учреждение физической культуры и спорта Вологодской области "Спортивный комплекс  "Витязь";37390.608439999996;27525.084070000001;;;;;-25699.643030000003;
